base_year,series,year,month,state,sector,division,group,class,sub_class,item,code,index,inflation,imputation
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural goods,*,*,*,09.5,103.67,1.62,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural goods,*,*,*,09.5,102.87,1.15,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,*,*,*,09.6,103.22,2.11,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,*,*,*,09.6,104.42,2.41,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,*,*,*,09.6,103.96,2.29,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture","Newspapers, books and stationery",*,*,*,09.7,102.43,1.20,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture","Newspapers, books and stationery",*,*,*,09.7,102.54,1.49,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",*,*,*,09.7,102.48,1.33,*
2024,Current,2026,January,All India,Rural,Education services,Early childhood and primary education,*,*,*,10.1,106.11,3.81,*
2024,Current,2026,January,All India,Urban,Education services,Early childhood and primary education,*,*,*,10.1,105.98,3.23,*
2024,Current,2026,January,All India,Combined,Education services,Early childhood and primary education,*,*,*,10.1,106.03,3.45,*
2024,Current,2026,January,All India,Rural,Education services,Secondary education,*,*,*,10.2,105.54,3.81,*
2024,Current,2026,January,All India,Urban,Education services,Secondary education,*,*,*,10.2,106.99,4.33,*
2024,Current,2026,January,All India,Combined,Education services,Secondary education,*,*,*,10.2,106.47,4.14,*
2024,Current,2026,January,All India,Rural,Education services,Higher education,*,*,*,10.4,102.20,1.50,*
2024,Current,2026,January,All India,Urban,Education services,Higher education,*,*,*,10.4,105.74,4.72,*
2024,Current,2026,January,All India,Combined,Education services,Higher education,*,*,*,10.4,104.49,3.59,*
2024,Current,2026,January,All India,Rural,Education services,Education not defined by level,*,*,*,10.5,103.19,2.09,*
2024,Current,2026,January,All India,Urban,Education services,Education not defined by level,*,*,*,10.5,103.21,2.20,*
2024,Current,2026,January,All India,Combined,Education services,Education not defined by level,*,*,*,10.5,103.20,2.14,*
2024,Current,2026,January,All India,Rural,Restaurants and accommodation services,Food and beverage serving services,*,*,*,11.1,104.78,1.98,*
2024,Current,2026,January,All India,Urban,Restaurants and accommodation services,Food and beverage serving services,*,*,*,11.1,106.56,3.66,*
2024,Current,2026,January,All India,Combined,Restaurants and accommodation services,Food and beverage serving services,*,*,*,11.1,105.73,2.87,*
2024,Current,2026,January,All India,Rural,Restaurants and accommodation services,Accommodation services,*,*,*,11.2,102.07,0.87,*
2024,Current,2026,January,All India,Urban,Restaurants and accommodation services,Accommodation services,*,*,*,11.2,104.62,3.01,*
2024,Current,2026,January,All India,Combined,Restaurants and accommodation services,Accommodation services,*,*,*,11.2,103.21,1.83,*
2024,Current,2026,January,All India,Rural,"Personal care, social protection and miscellaneous goods and services",Personal care,*,*,*,13.1,104.61,2.91,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture","Newspapers, books and stationery",*,*,*,09.7,102.48,1.33,*
2024,Current,2026,January,All India,Rural,Education services,Early childhood and primary education,*,*,*,10.1,106.11,3.81,*
2024,Current,2026,January,All India,Urban,Education services,Early childhood and primary education,*,*,*,10.1,105.98,3.23,*
2024,Current,2026,January,All India,Combined,Education services,Early childhood and primary education,*,*,*,10.1,106.03,3.45,*
2024,Current,2026,January,All India,Rural,Education services,Secondary education,*,*,*,10.2,105.54,3.81,*
2024,Current,2026,January,All India,Urban,Education services,Secondary education,*,*,*,10.2,106.99,4.33,*
2024,Current,2026,January,All India,Urban,"Personal care, social protection and miscellaneous goods and services",Other services,*,*,*,13.9,101.91,1.21,*
2024,Current,2026,January,All India,Combined,"Personal care, social protection and miscellaneous goods and services",Other services,*,*,*,13.9,102.12,1.20,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,Cereals and cereal products,*,*,01.1.1,104.18,-0.10,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,Cereals and cereal products,*,*,01.1.1,103.71,0.48,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Cereals and cereal products,*,*,01.1.1,104.01,0.12,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,"Meat, fresh, chilled or frozen",*,*,01.1.2,109.04,8.05,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,"Meat, fresh, chilled or frozen",*,*,01.1.2,109.34,9.43,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Meat, fresh, chilled or frozen",*,*,01.1.2,109.14,8.52,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,Fish and other seafood,*,*,01.1.3,110.03,6.12,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,Fish and other seafood,*,*,01.1.3,109.47,8.02,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fish and other seafood,*,*,01.1.3,109.85,6.74,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,"Milk, other dairy products and eggs",*,*,01.1.4,105.06,3.07,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,"Milk, other dairy products and eggs",*,*,01.1.4,104.83,3.06,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Milk, other dairy products and eggs",*,*,01.1.4,104.97,3.06,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,Oils and fats,*,*,01.1.5,120.50,7.07,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,Oils and fats,*,*,01.1.5,118.17,5.79,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Oils and fats,*,*,01.1.5,119.67,6.62,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,Fruits and nuts,*,*,01.1.6,112.36,8.01,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,Fruits and nuts,*,*,01.1.6,113.65,7.66,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Fruits and nuts,*,*,01.1.6,112.90,7.87,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses",*,*,01.1.7,91.25,-5.36,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses",*,*,01.1.7,91.62,-5.17,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Vegetables, tubers, plantains, cooking bananas and pulses",*,*,01.1.7,91.37,-5.30,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,"Sugar, confectionery and desserts",*,*,01.1.8,104.59,3.35,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,"Sugar, confectionery and desserts",*,*,01.1.8,104.53,3.40,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,"Sugar, confectionery and desserts",*,*,01.1.8,104.57,3.37,*
2024,Current,2026,January,All India,Rural,Food and beverages,Food,Ready-made food and other food products,*,*,01.1.9,99.46,0.60,*
2024,Current,2026,January,All India,Urban,Food and beverages,Food,Ready-made food and other food products,*,*,01.1.9,99.47,1.18,*
2024,Current,2026,January,All India,Combined,Food and beverages,Food,Ready-made food and other food products,*,*,01.1.9,99.46,0.81,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Fruit and vegetable juices,*,*,01.2.1,102.84,1.46,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Fruit and vegetable juices,*,*,01.2.1,102.95,1.95,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Fruit and vegetable juices,*,*,01.2.1,102.89,1.71,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Coffee and coffee substitutes,*,*,01.2.2,115.82,9.23,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Coffee and coffee substitutes,*,*,01.2.2,122.04,12.81,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Coffee and coffee substitutes,*,*,01.2.2,119.32,11.26,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,105.45,2.52,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,103.72,0.73,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,104.87,1.92,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Other beverages,*,*,01.2.9,100.77,0.18,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Other beverages,*,*,01.2.9,101.19,0.20,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Other beverages,*,*,01.2.9,100.97,0.19,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Cocoa drinks,*,*,01.2.4,102.09,0.90,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Cocoa drinks,*,*,01.2.4,102.95,1.93,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Cocoa drinks,*,*,01.2.4,102.57,1.48,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Water,*,*,01.2.5,99.16,-0.97,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Water,*,*,01.2.5,98.09,-1.68,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Water,*,*,01.2.5,98.58,-1.36,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Soft drinks,*,*,01.2.6,99.68,-0.59,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Soft drinks,*,*,01.2.6,98.86,-1.21,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Soft drinks,*,*,01.2.6,99.38,-0.82,*
2024,Current,2026,January,All India,Rural,Food and beverages,Services for processing primary goods for food,Services for processing primary goods for food,*,*,01.3.0,106.00,3.22,*
2024,Current,2026,January,All India,Urban,Food and beverages,Services for processing primary goods for food,Services for processing primary goods for food,*,*,01.3.0,106.72,3.91,*
2024,Current,2026,January,All India,Combined,Food and beverages,Services for processing primary goods for food,Services for processing primary goods for food,*,*,01.3.0,106.21,3.42,*
2024,Current,2026,January,All India,Rural,"Paan, tobacco and intoxicants",Alcoholic beverages,Spirits and liquors,*,*,02.1.1,105.08,3.50,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Coffee and coffee substitutes,*,*,01.2.2,119.32,11.26,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,105.45,2.52,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,103.72,0.73,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,"Tea, maté and other plant-derived products for infusion",*,*,01.2.3,104.87,1.92,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Other beverages,*,*,01.2.9,100.77,0.18,*
2024,Current,2026,January,All India,Urban,Food and beverages,Beverages,Other beverages,*,*,01.2.9,101.19,0.20,*
2024,Current,2026,January,All India,Combined,Food and beverages,Beverages,Other beverages,*,*,01.2.9,100.97,0.19,*
2024,Current,2026,January,All India,Rural,Food and beverages,Beverages,Cocoa drinks,*,*,01.2.4,102.09,0.90,*
2024,Current,2026,January,All India,Rural,"Paan, tobacco and intoxicants",Alcoholic beverages,Other alcoholic beverages,*,*,02.1.9,103.36,2.33,*
2024,Current,2026,January,All India,Urban,"Paan, tobacco and intoxicants",Alcoholic beverages,Other alcoholic beverages,*,*,02.1.9,103.32,2.35,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Alcoholic beverages,Other alcoholic beverages,*,*,02.1.9,103.35,2.33,*
2024,Current,2026,January,All India,Rural,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,*,*,02.3.0,103.17,1.78,*
2024,Current,2026,January,All India,Urban,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,*,*,02.3.0,103.49,2.38,*
2024,Current,2026,January,All India,Combined,"Paan, tobacco and intoxicants",Paan and tobacco,Paan and other tobacco products,*,*,02.3.0,103.26,1.96,*
2024,Current,2026,January,All India,Rural,Clothing and footwear,Clothing,Clothing materials,*,*,03.1.1,107.42,4.04,*
2024,Current,2026,January,All India,Urban,Clothing and footwear,Clothing,Clothing materials,*,*,03.1.1,105.72,3.03,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Clothing materials,*,*,03.1.1,106.87,3.72,*
2024,Current,2026,January,All India,Rural,Clothing and footwear,Clothing,Garments,*,*,03.1.2,107.32,3.80,*
2024,Current,2026,January,All India,Urban,Clothing and footwear,Clothing,Garments,*,*,03.1.2,104.95,2.42,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Garments,*,*,03.1.2,106.41,3.27,*
