base_year,series,year,month,state,sector,division,group,class,sub_class,item,code,index,inflation,imputation
2024,Current,2026,January,All India,Rural,Clothing and footwear,Clothing,Other articles of clothing and clothing accessories,*,*,03.1.3,106.18,2.95,*
2024,Current,2026,January,All India,Urban,Clothing and footwear,Clothing,Other articles of clothing and clothing accessories,*,*,03.1.3,104.93,2.04,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,Other articles of clothing and clothing accessories,*,*,03.1.3,105.73,2.62,*
2024,Current,2026,January,All India,Rural,Clothing and footwear,Clothing,"Cleaning, ironing, dry cleaning, dyeing, repair, tailoring and hire of clothing",*,*,03.1.4,106.07,3.68,*
2024,Current,2026,January,All India,Urban,Clothing and footwear,Clothing,"Cleaning, ironing, dry cleaning, dyeing, repair, tailoring and hire of clothing",*,*,03.1.4,107.28,4.59,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Clothing,"Cleaning, ironing, dry cleaning, dyeing, repair, tailoring and hire of clothing",*,*,03.1.4,106.54,4.03,*
2024,Current,2026,January,All India,Rural,Clothing and footwear,Footwear,Shoes and other footwear,*,*,03.2.1,103.71,1.05,*
2024,Current,2026,January,All India,Urban,Clothing and footwear,Footwear,Shoes and other footwear,*,*,03.2.1,101.06,-1.04,*
2024,Current,2026,January,All India,Combined,Clothing and footwear,Footwear,Shoes and other footwear,*,*,03.2.1,102.67,0.23,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels",Actual rental payments made for housing,Actual rental payments made by tenants for main residence,*,*,04.1.1,102.62,2.18,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels",Actual rental payments made for housing,Actual rental payments made by tenants for main residence,*,*,04.1.1,102.28,1.86,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Actual rental payments made for housing,Actual rental payments made by tenants for main residence,*,*,04.1.1,102.36,1.93,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling",Security equipment and materials for dwelling maintenance and repair,*,*,04.3.1,104.33,2.53,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling",Security equipment and materials for dwelling maintenance and repair,*,*,04.3.1,104.16,2.41,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling",Security equipment and materials for dwelling maintenance and repair,*,*,04.3.1,104.27,2.49,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling",*,*,04.3.2,105.20,3.29,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling",*,*,04.3.2,104.67,3.21,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Maintenance, repair and security of the dwelling","Services for the maintenance, repair and security of the dwelling",*,*,04.3.2,105.00,3.26,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Water supply,*,*,04.4.1,100.63,0.41,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Water supply,*,*,04.4.1,101.71,1.41,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Water supply,*,*,04.4.1,101.32,1.05,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Other services related to the dwelling,*,*,04.4.4,104.28,3.10,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Other services related to the dwelling,*,*,04.4.4,103.38,2.58,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels",Water supply and miscellaneous services relating to the dwelling,Other services related to the dwelling,*,*,04.4.4,103.47,2.63,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Electricity,*,*,04.5.1,97.24,-3.41,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Electricity,*,*,04.5.1,99.58,-0.57,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Electricity,*,*,04.5.1,98.42,-1.99,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Gas,*,*,04.5.2,100.40,1.70,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Gas,*,*,04.5.2,100.35,1.75,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Gas,*,*,04.5.2,100.38,1.72,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Liquid fuels,*,*,04.5.3,97.98,1.52,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Liquid fuels,*,*,04.5.3,95.11,-0.78,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Liquid fuels,*,*,04.5.3,97.33,1.00,*
2024,Current,2026,January,All India,Rural,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,*,*,04.5.4,106.44,2.96,*
2024,Current,2026,January,All India,Urban,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,*,*,04.5.4,104.97,2.43,*
2024,Current,2026,January,All India,Combined,"Housing, water, electricity, gas and other fuels","Electricity, gas and other fuels",Solid fuels,*,*,04.5.4,106.33,2.92,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",*,*,05.1.1,104.58,2.28,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",*,*,05.1.1,103.90,1.90,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Furniture, furnishings, and loose carpets","Furniture, furnishings and loose carpets",*,*,05.1.1,104.32,2.13,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,*,*,05.2.1,106.15,3.16,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,*,*,05.2.1,103.72,1.18,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household textiles,Household textiles,*,*,05.2.1,105.24,2.41,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,*,*,05.3.1,100.20,-0.60,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,*,*,05.3.1,99.08,-1.53,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Major electric and other household appliances,*,*,05.3.1,99.60,-1.09,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,*,*,05.3.2,102.05,0.88,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,*,*,05.3.2,101.98,0.78,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Household appliances,Small household appliances,*,*,05.3.2,102.02,0.84,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",*,*,05.4.0,105.74,3.19,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",*,*,05.4.0,104.53,2.12,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance","Glassware, tableware and household utensils","Glassware, tableware and household utensils",*,*,05.4.0,105.28,2.78,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,*,*,05.5.2,98.85,-1.51,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,*,*,05.5.2,99.59,-0.54,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Tools and equipment for house and garden,Non-motorized tools and miscellaneous accessories,*,*,05.5.2,99.10,-1.19,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,*,*,05.6.1,102.53,1.29,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,*,*,05.6.1,103.04,1.46,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Non-durable household goods,*,*,05.6.1,102.73,1.36,*
2024,Current,2026,January,All India,Rural,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,*,*,05.6.2,103.26,2.09,*
2024,Current,2026,January,All India,Urban,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,*,*,05.6.2,103.56,2.51,*
2024,Current,2026,January,All India,Combined,"Furnishings, household equipment and routine household maintenance",Goods and services for routine household maintenance,Domestic services and household services,*,*,05.6.2,103.44,2.35,*
2024,Current,2026,January,All India,Rural,Health,Medicines and health products,Medicines,*,*,06.1.1,104.46,2.56,*
2024,Current,2026,January,All India,Urban,Health,Medicines and health products,Medicines,*,*,06.1.1,104.49,2.20,*
2024,Current,2026,January,All India,Combined,Health,Medicines and health products,Medicines,*,*,06.1.1,104.47,2.43,*
2024,Current,2026,January,All India,Rural,Health,Medicines and health products,Medical products,*,*,06.1.2,100.50,-0.45,*
2024,Current,2026,January,All India,Urban,Health,Medicines and health products,Medical products,*,*,06.1.2,99.52,-0.52,*
2024,Current,2026,January,All India,Combined,Health,Medicines and health products,Medical products,*,*,06.1.2,100.01,-0.49,*
2024,Current,2026,January,All India,Rural,Health,Medicines and health products,Assistive products,*,*,06.1.3,103.03,1.57,*
2024,Current,2026,January,All India,Urban,Health,Medicines and health products,Assistive products,*,*,06.1.3,103.38,1.83,*
2024,Current,2026,January,All India,Combined,Health,Medicines and health products,Assistive products,*,*,06.1.3,103.21,1.70,*
2024,Current,2026,January,All India,Rural,Health,Outpatient care services,Other outpatient care services,*,*,06.2.3,101.96,0.89,*
2024,Current,2026,January,All India,Urban,Health,Outpatient care services,Other outpatient care services,*,*,06.2.3,104.03,2.57,*
2024,Current,2026,January,All India,Combined,Health,Outpatient care services,Other outpatient care services,*,*,06.2.3,102.80,1.57,*
2024,Current,2026,January,All India,Rural,Health,Inpatient care services,Inpatient curative and rehabilitative services,*,*,06.3.1,103.95,2.76,*
2024,Current,2026,January,All India,Urban,Health,Inpatient care services,Inpatient curative and rehabilitative services,*,*,06.3.1,104.83,3.40,*
2024,Current,2026,January,All India,Combined,Health,Inpatient care services,Inpatient curative and rehabilitative services,*,*,06.3.1,104.32,3.02,*
2024,Current,2026,January,All India,Rural,Health,Other health services,Diagnostic imaging services and medical laboratory services,*,*,06.4.1,102.23,1.16,*
2024,Current,2026,January,All India,Urban,Health,Other health services,Diagnostic imaging services and medical laboratory services,*,*,06.4.1,103.00,1.81,*
2024,Current,2026,January,All India,Combined,Health,Other health services,Diagnostic imaging services and medical laboratory services,*,*,06.4.1,102.52,1.41,*
2024,Current,2026,January,All India,Rural,Transport,Purchase of vehicles,Motor cars,*,*,07.1.1,93.01,-8.15,*
2024,Current,2026,January,All India,Urban,Transport,Purchase of vehicles,Motor cars,*,*,07.1.1,95.02,-6.08,*
2024,Current,2026,January,All India,Combined,Transport,Purchase of vehicles,Motor cars,*,*,07.1.1,94.37,-6.75,*
2024,Current,2026,January,All India,Rural,Transport,Purchase of vehicles,Motorcycles,*,*,07.1.2,98.50,-3.34,*
2024,Current,2026,January,All India,Urban,Transport,Purchase of vehicles,Motorcycles,*,*,07.1.2,98.34,-3.37,*
2024,Current,2026,January,All India,Combined,Transport,Purchase of vehicles,Motorcycles,*,*,07.1.2,98.44,-3.35,*
2024,Current,2026,January,All India,Rural,Transport,Purchase of vehicles,Bicycles,*,*,07.1.3,101.84,-0.05,*
2024,Current,2026,January,All India,Urban,Transport,Purchase of vehicles,Bicycles,*,*,07.1.3,100.20,-1.14,*
2024,Current,2026,January,All India,Combined,Transport,Purchase of vehicles,Bicycles,*,*,07.1.3,101.48,-0.28,*
2024,Current,2026,January,All India,Rural,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,*,*,07.2.1,103.90,1.31,*
2024,Current,2026,January,All India,Urban,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,*,*,07.2.1,102.89,0.83,*
2024,Current,2026,January,All India,Combined,Transport,Operation of personal transport equipment,Parts and accessories for personal transport equipment,*,*,07.2.1,103.52,1.13,*
2024,Current,2026,January,All India,Rural,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,*,*,07.2.2,99.85,0.05,*
2024,Current,2026,January,All India,Urban,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,*,*,07.2.2,99.95,0.09,*
2024,Current,2026,January,All India,Combined,Transport,Operation of personal transport equipment,Fuels and lubricants for personal transport equipment,*,*,07.2.2,99.90,0.07,*
2024,Current,2026,January,All India,Rural,Transport,Passenger transport services,Passenger transport by railway,*,*,07.3.1,103.84,2.48,*
2024,Current,2026,January,All India,Urban,Transport,Passenger transport services,Passenger transport by railway,*,*,07.3.1,104.80,3.31,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by railway,*,*,07.3.1,104.20,2.79,*
2024,Current,2026,January,All India,Rural,Transport,Passenger transport services,Passenger transport by road,*,*,07.3.2,102.33,1.37,*
2024,Current,2026,January,All India,Urban,Transport,Passenger transport services,Passenger transport by road,*,*,07.3.2,103.31,2.20,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by road,*,*,07.3.2,102.77,1.74,*
2024,Current,2026,January,All India,Rural,Transport,Passenger transport services,Passenger transport by air,*,*,07.3.3,135.72,12.37,*
2024,Current,2026,January,All India,Urban,Transport,Passenger transport services,Passenger transport by air,*,*,07.3.3,115.86,4.08,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by air,*,*,07.3.3,123.71,7.52,*
2024,Current,2026,January,All India,Rural,Transport,Passenger transport services,Passenger transport by sea and inland waterway,*,*,07.3.4,100.61,0.54,*
2024,Current,2026,January,All India,Urban,Transport,Passenger transport services,Passenger transport by sea and inland waterway,*,*,07.3.4,103.74,0.42,*
2024,Current,2026,January,All India,Combined,Transport,Passenger transport services,Passenger transport by sea and inland waterway,*,*,07.3.4,101.77,0.49,*
2024,Current,2026,January,All India,Rural,Transport,Transport services for goods,Postal and courier services,*,*,07.4.1,107.51,7.34,*
2024,Current,2026,January,All India,Urban,Transport,Transport services for goods,Postal and courier services,*,*,07.4.1,107.67,7.57,*
2024,Current,2026,January,All India,Combined,Transport,Transport services for goods,Postal and courier services,*,*,07.4.1,107.61,7.48,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication equipment,Telephone instrument (landline),*,*,08.1.1,101.57,1.50,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication equipment,Telephone instrument (landline),*,*,08.1.1,99.08,-0.78,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Telephone instrument (landline),*,*,08.1.1,100.27,0.32,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication equipment,Mobile handset,*,*,08.1.2,97.61,-2.04,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication equipment,Mobile handset,*,*,08.1.2,96.68,-2.67,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Mobile handset,*,*,08.1.2,97.21,-2.31,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication equipment,Information processing equipment,*,*,08.1.3,100.04,-0.39,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication equipment,Information processing equipment,*,*,08.1.3,99.20,-1.33,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Information processing equipment,*,*,08.1.3,99.38,-1.13,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication equipment,Audio-visual devices,*,*,08.1.4,97.59,-3.04,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication equipment,Audio-visual devices,*,*,08.1.4,97.14,-2.79,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Audio-visual devices,*,*,08.1.4,97.37,-2.92,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication equipment,Unrecorded recording media,*,*,08.1.5,105.63,3.68,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication equipment,Unrecorded recording media,*,*,08.1.5,105.61,4.00,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication equipment,Unrecorded recording media,*,*,08.1.5,105.62,3.89,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication services,Internet access provision services and online storage services,*,*,08.3.3,103.84,0.51,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication services,Internet access provision services and online storage services,*,*,08.3.3,104.08,0.66,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication services,Internet access provision services and online storage services,*,*,08.3.3,103.98,0.60,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication services,Telephone charges: mobile and landline,*,*,08.3.4,106.03,0.73,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication services,Telephone charges: mobile and landline,*,*,08.3.4,106.08,0.67,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication services,Telephone charges: mobile and landline,*,*,08.3.4,106.05,0.71,*
2024,Current,2026,January,All India,Rural,Information and communication,Information and communication services,Other information and communication services,*,*,08.3.9,102.26,1.34,*
2024,Current,2026,January,All India,Urban,Information and communication,Information and communication services,Other information and communication services,*,*,08.3.9,101.96,1.11,*
2024,Current,2026,January,All India,Combined,Information and communication,Information and communication services,Other information and communication services,*,*,08.3.9,102.11,1.22,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Recreational durables,Photographic and cinematographic equipment and optical instruments,*,*,09.1.1,97.97,-1.15,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Recreational durables,Photographic and cinematographic equipment and optical instruments,*,*,09.1.1,101.25,1.27,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Recreational durables,Photographic and cinematographic equipment and optical instruments,*,*,09.1.1,100.27,0.55,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Other recreational goods,"Games, toys and hobby-related articles",*,*,09.2.1,101.57,0.73,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Other recreational goods,"Games, toys and hobby-related articles",*,*,09.2.1,101.91,0.50,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Games, toys and hobby-related articles",*,*,09.2.1,101.72,0.63,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",*,*,09.2.2,105.40,3.04,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",*,*,09.2.2,105.53,3.14,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",*,*,09.2.2,105.45,3.08,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,116.97,7.72,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,119.73,13.37,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,118.44,10.71,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,105.42,3.57,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,103.47,1.70,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,104.38,2.58,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.60,1.81,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,101.94,1.03,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.20,1.34,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.09,0.68,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,103.67,1.62,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.87,1.15,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.41,2.32,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,104.17,2.03,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.94,2.11,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,102.97,1.82,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,106.00,4.83,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,104.00,2.84,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture","Newspapers, books and stationery",Books,*,*,09.7.1,102.13,1.10,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",*,*,09.2.2,105.45,3.08,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,116.97,7.72,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,119.73,13.37,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,118.44,10.71,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,105.42,3.57,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,103.47,1.70,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,104.38,2.58,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.60,1.81,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,101.94,1.03,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.20,1.34,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.09,0.68,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,103.67,1.62,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.87,1.15,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.41,2.32,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,104.17,2.03,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.94,2.11,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,102.97,1.82,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,106.00,4.83,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,104.00,2.84,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture","Newspapers, books and stationery",Books,*,*,09.7.1,102.13,1.10,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Other recreational goods,"Sporting, camping and open-air recreation equipment",*,*,09.2.2,105.45,3.08,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,116.97,7.72,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,119.73,13.37,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,"Garden products, plants and flowers",*,*,09.3.1,118.44,10.71,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,105.42,3.57,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,103.47,1.70,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Garden products and pets,Pets and pet products,*,*,09.3.2,104.38,2.58,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.60,1.81,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,101.94,1.03,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Recreational services,Recreational and sporting services,*,*,09.4.6,102.20,1.34,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.09,0.68,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,103.67,1.62,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural goods,Musical instruments,*,*,09.5.1,102.87,1.15,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.41,2.32,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,104.17,2.03,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,"Services provided by cinemas, theatres and concert venues",*,*,09.6.1,103.94,2.11,*
2024,Current,2026,January,All India,Rural,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,102.97,1.82,*
2024,Current,2026,January,All India,Urban,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,106.00,4.83,*
2024,Current,2026,January,All India,Combined,"Recreation, sport and culture",Cultural services,Photographic services,*,*,09.6.3,104.00,2.84,*
